tweet_id,created_at,keyword_search,text
1632286671428534275,2023-03-05 07:47:23+00:00,invasion,"RT @GarlandNixon: US PLAN FOR TAIWAN:
1. Move TSMC Chip factory to Arizona
2. Make sure that the TSMC factory in Taiwan is turned to smolde…"
1632286656685391872,2023-03-05 07:47:20+00:00,invasion,"RT @Jonathan_K_Cook: On the first anniversary of the Ukraine war, here is my recent article explaining why Russia's invasion could have bee…"
1632286648623935488,2023-03-05 07:47:18+00:00,invasion,"RT @Lambrettaman6: HOW ON EARTH HAVE WE GOT INTO THIS POSITION WHERE A MASS ISLAMIC INVASION INTO A SOVEREIGN COUNTRY, IS SEEN AS PERFECTLY…"
1632286642793766913,2023-03-05 07:47:16+00:00,invasion,"@Andy19891576309 @ClarkeMicah @Mr_Andrew_Fox Yep, Ukrainians removing Ukrainian president  = Russian invasion on sovereign state.  That's called ""independent thinking ""  all those years in posh schools and completely wasted."
1632286631930544128,2023-03-05 07:47:14+00:00,invasion,"RT @mhmck: Ukraine needs fighter jets now to defeat the Russian invaders.

Ukraine needed jets a year ago to defeat the offensive.

Ukraine…"
1632286618458398722,2023-03-05 07:47:10+00:00,invasion,"RT @TheStudyofWar: Here are today's control-of-terrain maps for #Russia's invasion of #Ukraine from @TheStudyofWar and @criticalthreats 

C…"
1632286617804193792,2023-03-05 07:47:10+00:00,invasion,"RT @ToddKolod: YEAR 2, DAY 10 of Russia's second illegal and unprovoked invasion of Ukraine.  It was a good day for the AFU: +930 Russian o…"
1632286593917616129,2023-03-05 07:47:05+00:00,invasion,"RT @im_legian: I've seen russian vehicles with ""to Berlin"" written on them since the beginning of the invasion and I can't help but wonder:…"
1632286579489390592,2023-03-05 07:47:01+00:00,invasion,"@realstewpeters This is what's wrong with this lie, NATO did not expand.  Countries terrified of a Russian invasion requested to join NATO of their own free will.  No one forced or even suggested they join, they applied and took years to qualify. https://t.co/Zg4yCKuJLy"
1632286578671251456,2023-03-05 07:47:01+00:00,invasion,"RT @mhmck: Ukraine needs fighter jets now to defeat the Russian invaders.

Ukraine needed jets a year ago to defeat the offensive.

Ukraine…"
1632286575982780416,2023-03-05 07:47:00+00:00,invasion,@callingitoutnow @onikazoffspring @MaricaDeBarri0 Girl I said Outsold Pink Friday in total sales. Invasion of privacy outsold the rest of Nicki's first week album sales
1632286565203410944,2023-03-05 07:46:58+00:00,invasion,RT @MailOnline: China increases its military budget by $230BN amid fears it will launch an invasion of Taiwan https://t.co/CoHjUiyJus
1632286559671304195,2023-03-05 07:46:56+00:00,invasion,"RT @im_PULSE: Thanks to this timely warning from the comrades at Jacobin, we can prevent New Zealand's imminent invasion of mainland China,…"
1632286485238956032,2023-03-05 07:46:39+00:00,invasion,"RT @HabibahJaghoori: Imperialism dominates our mass media to manufacture consent for their agenda of invasion, dispossession, coups j colou…"
1632286460618448897,2023-03-05 07:46:33+00:00,invasion,"RT @McFaul: ""The full-scale invasion of Ukraine in 2022 has been the most disastrous mistake of Putin’s 23-year rule. By far, the Ukrainian…"
1632286441756655616,2023-03-05 07:46:28+00:00,invasion,"Python invasion has exploded out of the Everglades and into nearly all of southern Florida, new map shows https://t.co/GbGXTGxxaB"
1632286422895046656,2023-03-05 07:46:24+00:00,invasion,"“As Ukraine runs low on the ammunition it needs to continue fighting off the Russian invasion &amp; foreign stockpiles grow bare, some of Kyiv’s staunchest backers, including the US, are putting pressure on European allies to quickly ramp up arms production.” https://t.co/pJHR1V6d5S"
1632286422383185920,2023-03-05 07:46:24+00:00,invasion,"RT @EuromaidanPress: Dnipro. 4 March 2023. The Field of Heroes.
A Ukrainian flag flutters near the grave of each defender of Ukraine from t…"
1632286407153573888,2023-03-05 07:46:20+00:00,invasion,"Don't fear a program constitutes cultural invasion, good intentions notwithstanding. What
؟?
نمشے

🔹H4🔹
🔹H4🔹
🔹H4🔹"
1632286401399083009,2023-03-05 07:46:19+00:00,invasion,@onikazoffspring @callingitoutnow @MaricaDeBarri0 The same way you're ignoring invasion of privacy outselling Pink Friday  🥱
1632286398437814274,2023-03-05 07:46:18+00:00,invasion,"RT @Lambrettaman6: HOW ON EARTH HAVE WE GOT INTO THIS POSITION WHERE A MASS ISLAMIC INVASION INTO A SOVEREIGN COUNTRY, IS SEEN AS PERFECTLY…"
1632286364891852801,2023-03-05 07:46:10+00:00,invasion,RT @TBVBritishVoice: Will this map wake up the sovereign indigenous Britons (particularly the English) who have ignored our warnings over t…
1632286300437880833,2023-03-05 07:45:55+00:00,invasion,"RT @ReplyTariq: Apart from angry sputtering &amp; vague invocations to the larger vested interest (status-quo govt, impunity 4 invasion of priv…"
