Keyword,tweet_id,created_at,text
ukraine+oil,1631005538153627656,2023-03-01T18:56:37.000Z,"RT @anasalhajji: 🔥🔥🔥
One Year Since Russia’s Invasion of Ukraine: A New Order in Global Energy Markets and Politics

In 18 charts… With gas…"
ukraine+oil,1630985428403716115,2023-03-01T17:36:43.000Z,"RT @Loveon999: @jmreycroft @justinbaragona @dianesbaker1 @Tentoads4truth 🎯 Perry, Texas, Ukraine 
https://t.co/ppp0qZaNYl"
ukraine+oil,1630957744776724480,2023-03-01T15:46:42.000Z,@edomg22 @TravisToewsAB Most evidence points to oil prices going up due to increased demand and reduced supply due to the escalation of ukraine. Oil prices will not go down until it’s resolved at least
ukraine+oil,1630775502620225536,2023-03-01T03:42:32.000Z,"@townhallcom I'd rather the govt pay every person's loans and future loans than send billions of dollars to Ukraine, oil companies, billionaires, green energy bs, think tanks, activists, defending Germany, NATO, SAmerica.. etc.. we send trillions to everyone while Americans suffer"
ukraine+oil,1630764515552899074,2023-03-01T02:58:53.000Z,"RT @trish_regan: .@jpmorgan’s CEO Jamie Dimon telling it like it is:

“There’s some scary stuff” in front of us he said in a TV interview t…"
ukraine+oil,1630759564646789125,2023-03-01T02:39:12.000Z,Clinton threatens Russia with nato. Obama did nothing when Russia took Crimea. Biden’s son corrupt with Ukraine oil gas business. Now POTUS shows up in Ukraine. Wow the dems really screwed the pooch on this one. No talk of peace.  Absolute travesty https://t.co/Qm2n8Z9qoJ
ukraine+oil,1630741243167744001,2023-03-01T01:26:24.000Z,"RT @anasalhajji: 🔥🔥🔥
One Year Since Russia’s Invasion of Ukraine: A New Order in Global Energy Markets and Politics

In 18 charts… With gas…"
ukraine+oil,1630610863521406976,2023-02-28T16:48:19.000Z,"RT @APompliano: Russia is third largest oil producer globally.

Russia invades Ukraine.

Oil prices spike to over $100.

Global community k…"
ukraine+oil,1630574900556492803,2023-02-28T14:25:25.000Z,"RT @APompliano: Russia is third largest oil producer globally.

Russia invades Ukraine.

Oil prices spike to over $100.

Global community k…"
ukraine+oil,1630539575616520192,2023-02-28T12:05:03.000Z,"RT @APompliano: Russia is third largest oil producer globally.

Russia invades Ukraine.

Oil prices spike to over $100.

Global community k…"
ukraine+oil,1630475812292943872,2023-02-28T07:51:41.000Z,"S/Arabia Advances $400m Aid Package to Ukraine
https://t.co/2HbtADbKJB
Oil &amp; Gas News | Energy News | Press Releases | Events"
ukraine+oil,1630445019944431617,2023-02-28T05:49:19.000Z,"What about 3 million a month Hunter was making from
Ukraine oil
Company while dad had office https://t.co/VdGq8oVJU0"
ukraine+oil,1630443372837044227,2023-02-28T05:42:46.000Z,Did hunter Biden tell the truth for making 3 million a month as family is attorney from Ukraine oil company. Was he getting 3 million from this company for a divory https://t.co/A8g5M4mhcY
ukraine+oil,1630436508674011137,2023-02-28T05:15:30.000Z,"@A_Candle_Lit @Dan75724937 Biden, Pelosi, Kerry and Romney all have sons involved in Ukraine oil dealings. A lot of the $100 billion was for hush money. The closer to midterms, the more Zelensky demanded."
ukraine+oil,1630431067424571392,2023-02-28T04:53:53.000Z,"RT @trish_regan: .@jpmorgan’s CEO Jamie Dimon telling it like it is:

“There’s some scary stuff” in front of us he said in a TV interview t…"
ukraine+oil,1630393437689094147,2023-02-28T02:24:21.000Z,"RT @Loveon999: @jmreycroft @justinbaragona @dianesbaker1 @Tentoads4truth 🎯 Perry, Texas, Ukraine 
https://t.co/ppp0qZaNYl"
ukraine+oil,1630392495640018945,2023-02-28T02:20:36.000Z,"RT @trish_regan: .@jpmorgan’s CEO Jamie Dimon telling it like it is:

“There’s some scary stuff” in front of us he said in a TV interview t…"
ukraine+oil,1630391220835954693,2023-02-28T02:15:32.000Z,"RT @Loveon999: @jmreycroft @justinbaragona @dianesbaker1 @Tentoads4truth 🎯 Perry, Texas, Ukraine 
https://t.co/ppp0qZaNYl"
ukraine+oil,1630375507987697664,2023-02-28T01:13:06.000Z,"RT @trish_regan: .@jpmorgan’s CEO Jamie Dimon telling it like it is:

“There’s some scary stuff” in front of us he said in a TV interview t…"
