Keyword,tweet_id,created_at,text
ukraine+stock,1630823598263869441,2023-03-01T06:53:39.000Z,"Crimean War (1853-1856). Siege of Sevastopol, 1854-1855, by Franz Alekseyevich Roubaud (1856-1928). Crimean Peninsula. Ukraine Stock Photo - Alamy https://t.co/5t5juGICXC"
ukraine+stock,1630472798903709697,2023-02-28T07:39:42.000Z,"More startups see macro issues affecting them (Covid, Ukraine, stock market).

Hetz Managing Partner Judah Taub shares 3 areas to watch - whether founder or investor - that offer a view of where the market is headed and the impact on investments:
https://t.co/8P5RuD2XjS"
ukraine+stock,1630194840804773889,2023-02-27T13:15:12.000Z,"Checking out ""Nancy Pelosi Confronted About Ukraine, Stock Market Insider Trad"" on Command Center: https://t.co/UCcyszKPDM"
ukraine+stock,1630176672153567235,2023-02-27T12:03:00.000Z,"RT @sheebajolly: Wall Street was in bear market speculating about Ukraine war for weeks, once Russia invaded Ukraine, stock market was bull…"
ukraine+stock,1629968388779917315,2023-02-26T22:15:21.000Z,"Checking out ""Nancy Pelosi Confronted About Ukraine, Stock Market Insider Trad"" on Command Center: 

Discussion link:://patriotcommandcenter.org/forum/nancy-pelosi-confronted-about-ukraine-stock-market-insider-tradin?xg_source=twitter"
ukraine+stock,1629956400334995458,2023-02-26T21:27:43.000Z,What are these people afraid of? Why won't they let the guy ask questions and more importantly why won't she answer the questions? https://t.co/sAzgvb5skT
ukraine+stock,1629922847618416642,2023-02-26T19:14:24.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629895629513039873,2023-02-26T17:26:14.000Z,https://t.co/qAj29jjhCW
ukraine+stock,1629881023579279360,2023-02-26T16:28:12.000Z,"""Nancy Pelosi Confronted About Ukraine, Stock Market Insider Trad"" on Command Center: https://t.co/XGKo4jr2Rt"
ukraine+stock,1629880995594788864,2023-02-26T16:28:05.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629877835488698374,2023-02-26T16:15:32.000Z,"Checking out ""Nancy Pelosi Confronted About Ukraine, Stock Market Insider Trad"" on Command Center: https://t.co/vS6poNtdcJ"
ukraine+stock,1629872146787753985,2023-02-26T15:52:56.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629864529327796224,2023-02-26T15:22:39.000Z,"Man asks Nancy Pelosi in San Francisco about sending money to Ukraine, stock trading tips on how to get semiconductors in Taiwan, and whether her son is involved with Hunter Biden. https://t.co/PHqV9UW7bH"
ukraine+stock,1629791376224182272,2023-02-26T10:31:58.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629753498316292096,2023-02-26T08:01:28.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629741383962460160,2023-02-26T07:13:19.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629739150319689728,2023-02-26T07:04:27.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629709980403388417,2023-02-26T05:08:32.000Z,"Soon these people won't be able to leave their homes, walk down the street or go anywhere public. Both sides are failing us and we are all catching on to it.
https://t.co/fbUG69bsI9"
ukraine+stock,1629692404730060800,2023-02-26T03:58:42.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629688927262068736,2023-02-26T03:44:53.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629668203768037376,2023-02-26T02:22:32.000Z,"RT @Emme0703: Man confronts Nancy Pelosi in San Francisco - asks about sending 💰 to Ukraine, stock trading tips &amp; if her son is involved w…"
ukraine+stock,1629668091784306689,2023-02-26T02:22:05.000Z,"A fine gentleman confronts Pelosi about sending money to Ukraine, stock trading tips and her son with Hunter Biden. 🇺🇸 https://t.co/YjqPrQY8qy"
