Keyword,tweet_id,created_at,text
russia+stock,1630944887360167937,2023-03-01T14:55:37.000Z,"#Russia stock exchange #China RMB debut ETF Jan, corp $7 billion external currency bond last yr https://t.co/ZgeIks39lG. 50 bank yuan acct, $5  billion household saving 1/10 FX total. &lt;10% borrow rate 1/2 RUB, -20%/$ 3 mos. 2023 &gt;1/2 cenbank reserves yuan slice. #EmergingMarkets"
russia+stock,1629993416472895488,2023-02-26T23:54:48.000Z,RT @NicolaDawn5: Russia stock levels depleted in Ukraine more than they admit and not so concerned about Finland joining NATO either by the…
russia+stock,1629776456740945923,2023-02-26T09:32:41.000Z,"RT @TeXiT00941131: @RNCResearch Inflation, border crisis, crime, drugs, China, Russia, stock market, education, national debt, Hunter...
Al…"
russia+stock,1629602174098456581,2023-02-25T22:00:09.000Z,"@Beginning22End And The Bear.  LOLOL.  Multiple meanings: Russia, Stock Market, Economy....  Lions, Tigers and Bears Oh My.  Psalm 23 🙏✝️"
russia+stock,1629537783558684673,2023-02-25T17:44:17.000Z,@LeaderMcConnell 1) Stop gaslighting Americans. Are are you unaware of what’s happening. China yuan accounts for 1/5 of all money traded on Russia stock market and was only 1% prior to war. China is buying more coal from Russia now than it has in the past 5 yrs.
russia+stock,1629480750515978240,2023-02-25T13:57:39.000Z,"RT @TeXiT00941131: @RNCResearch Inflation, border crisis, crime, drugs, China, Russia, stock market, education, national debt, Hunter...
Al…"
russia+stock,1629386514894409731,2023-02-25T07:43:12.000Z,"RT @TeXiT00941131: @RNCResearch Inflation, border crisis, crime, drugs, China, Russia, stock market, education, national debt, Hunter...
Al…"
russia+stock,1629346307914584064,2023-02-25T05:03:26.000Z,"@RNCResearch Inflation, border crisis, crime, drugs, China, Russia, stock market, education, national debt, Hunter...
All disasters and that's just the start..."
russia+stock,1629218319894200320,2023-02-24T20:34:51.000Z,"RT @LouiseMensch: Update: please enjoy this five day chart for the @Russia stock market, courtesy of Vladimir Putin, @MOD_Russia @MFA_Russi…"
russia+stock,1628804934341693440,2023-02-23T17:12:12.000Z,"@runews How is RUSSIA stock market? 🇷🇺🤡🗑️

Oh wait no one cares because 🇷🇺 makes up 1.8% of global GDP. 😂😂😂"
